player_id,player_url,fifa_version,fifa_update,fifa_update_date,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,league_id,league_name,league_level,club_team_id,club_name,club_position,club_jersey_number,club_loaned_from,club_joined_date,club_contract_valid_until_year,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url
199904,/player/199904/jesse-joronen/150001,15,1,2014-08-29,J. Joronen,Jesse Pekka Joronen,GK,58,63,100000.0,2000.0,21,1993-03-21,197,89,14.0,Championship,2.0,144.0,Fulham,SUB,41.0,,2010-01-01,2016.0,17,Finland,1334.0,SUB,23.0,Left,3,1,1,Medium/Medium,Normal (185+),No,,,GK Long Throw,,,,,,,25,25,25,20,25,25,25,25,25,25,50,30,28,46,29,25,38,26,46,25,35,21,25,20,38,,25,25,25,63,55,52,55,64,39.0,29,29,29,27,28,28,28,27,26,26,26,27,25,25,25,27,26,27,27,27,26,27,29,29,29,27,58,https://cdn.sofifa.net/players/199/904/15_120.png
201063,/player/201063/sam-johnson/150001,15,1,2014-08-29,S. Johnson,Samuel William Johnson,GK,58,70,100000.0,2000.0,21,1992-12-01,198,102,60.0,League One,3.0,1928.0,Port Vale,GK,12.0,,2011-04-01,2015.0,14,England,,,,Right,3,1,1,Medium/Medium,Normal (185+),No,,,,,,,,,,25,25,25,39,25,25,25,25,36,30,53,57,58,54,54,33,72,45,77,25,32,23,25,25,32,,25,25,25,58,60,52,57,57,55.0,33,33,33,34,32,32,32,34,33,33,33,35,32,32,32,35,33,36,36,36,33,32,35,35,35,32,58,https://cdn.sofifa.net/players/201/063/15_120.png
202079,/player/202079/davor-blazevic/150001,15,1,2014-08-29,D. Blazevic,Davor Blažević,GK,58,66,100000.0,2000.0,21,1993-02-07,190,88,56.0,Allsvenskan,1.0,111705.0,IF Brommapojkarna,GK,1.0,,2011-01-01,2015.0,46,Sweden,,,,Right,2,1,1,Medium/Medium,Normal (185+),No,,,,,,,,,,25,25,25,25,25,25,25,25,25,29,26,26,52,59,64,36,62,41,65,25,25,25,25,25,25,,25,25,25,59,56,54,58,59,26.0,31,31,31,29,30,30,30,29,30,30,30,30,29,29,29,30,30,32,32,32,30,29,32,32,32,29,58,https://cdn.sofifa.net/players/202/079/15_120.png
202591,/player/202591/josh-ford/150001,15,1,2014-08-29,J. Ford,Josh Ford,GK,58,62,140000.0,3000.0,26,1987-11-06,185,79,39.0,Major League Soccer,1.0,111144.0,Seattle Sounders FC,RES,29.0,,2014-01-20,2018.0,95,United States,,,,Right,3,1,1,Medium/Medium,Stocky (185+),No,,,Puncher,,,,,,,25,25,25,22,25,25,25,25,30,32,50,51,35,38,29,25,85,35,45,25,30,22,25,25,24,,25,25,25,65,51,61,57,62,51.0,30,30,30,30,29,29,29,30,28,28,28,30,27,27,27,30,28,29,29,29,28,28,30,30,30,28,58,https://cdn.sofifa.net/players/202/591/15_120.png
202673,/player/202673/michael-falkesgaard/150001,15,1,2014-08-29,M. Falkesgaard,Michael Falkesgaard,GK,58,66,120000.0,4000.0,23,1991-04-09,191,78,1.0,Superliga,1.0,269.0,Brøndby IF,SUB,16.0,,2011-10-27,2015.0,13,Denmark,,,,Right,2,1,1,Medium/Medium,Lean (185+),No,,,,,,,,,,25,25,25,37,25,25,25,25,35,29,44,53,58,44,59,30,48,36,62,25,43,25,25,25,27,,25,25,25,59,62,51,53,65,49.0,31,31,31,32,30,30,30,32,31,31,31,33,31,31,31,33,31,34,34,34,31,31,33,33,33,31,58,https://cdn.sofifa.net/players/202/673/15_120.png
203175,/player/203175/lee-burge/150001,15,1,2014-08-29,L. Burge,Lee Stephen Burge,GK,58,65,100000.0,2000.0,21,1993-01-09,180,70,60.0,League One,3.0,1800.0,Coventry City,SUB,1.0,,2011-09-01,2017.0,14,England,,,,Left,3,1,1,Medium/Medium,Lean (170-185),No,,,,,,,,,,25,25,25,24,25,25,25,25,20,25,42,41,47,50,41,25,56,28,53,25,24,25,25,25,30,,25,25,25,64,52,56,56,61,41.0,30,30,30,29,29,29,29,29,28,28,28,29,26,26,26,29,28,28,28,28,28,28,30,30,30,28,58,https://cdn.sofifa.net/players/203/175/15_120.png
203316,/player/203316/adam-smith/150001,15,1,2014-08-29,A. Smith,Adam Smith,GK,58,61,100000.0,2000.0,21,1992-11-23,180,76,13.0,Premier League,1.0,95.0,Leicester City,RES,31.0,,2011-03-01,2015.0,14,England,,,,Right,2,1,1,Medium/Medium,Normal (170-185),No,,,,,,,,,,25,25,25,23,25,25,25,25,21,23,24,20,35,56,32,24,45,28,25,25,25,25,25,25,22,,25,25,25,56,55,57,57,65,22.0,28,28,28,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,58,https://cdn.sofifa.net/players/203/316/15_120.png
206307,/player/206307/jeremy-frick/150001,15,1,2014-08-29,J. Frick,Jérémy Frick,GK,58,68,100000.0,4000.0,21,1993-03-08,192,88,16.0,Ligue 1,1.0,66.0,Olympique Lyonnais,RES,16.0,,2009-06-01,2016.0,47,Switzerland,,,,Left,2,1,1,Medium/Medium,Normal (185+),No,,,,,,,,,,25,25,25,32,25,25,25,25,28,26,42,48,36,57,43,34,57,25,60,25,25,25,25,25,25,,25,25,25,59,62,64,51,60,45.0,32,32,32,31,31,31,31,31,30,30,30,31,29,29,29,31,30,31,31,31,30,29,32,32,32,29,58,https://cdn.sofifa.net/players/206/307/15_120.png
206486,/player/206486/fabian-spiess/150001,15,1,2014-08-29,F. Spiess,Fabian Spiess,GK,58,68,100000.0,2000.0,20,1994-02-22,188,88,60.0,League One,3.0,1937.0,Notts County,SUB,23.0,,2011-01-01,2017.0,21,Germany,,,,Right,3,1,1,Medium/Medium,Normal (185+),No,,,,,,,,,,25,25,25,33,25,25,25,25,37,32,45,41,59,49,43,25,51,40,65,25,38,25,25,25,23,,25,25,25,61,55,53,57,62,43.0,31,31,31,32,30,30,30,32,31,31,31,33,31,31,31,33,31,34,34,34,31,31,33,33,33,31,58,https://cdn.sofifa.net/players/206/486/15_120.png
207980,/player/207980/dennis-diaz-fernandez/150001,15,1,2014-08-29,Dennis,Dennis Díaz Fernánadez,GK,58,63,100000.0,2000.0,21,1992-08-08,182,71,54.0,La Liga 2,2.0,459.0,Real Sporting de Gijón,RES,26.0,,2013-08-19,2015.0,45,Spain,,,,Right,3,1,1,Medium/Medium,Normal (170-185),No,,,,,,,,,,21,25,25,31,21,25,21,25,22,21,56,55,49,52,62,22,68,33,39,24,41,21,25,25,25,,25,25,25,66,57,53,47,64,55.0,30,30,30,31,30,30,30,31,30,30,30,31,27,27,27,31,29,29,29,29,29,29,31,31,31,29,58,https://cdn.sofifa.net/players/207/980/15_120.png
208527,/player/208527/andrea-sala/150001,15,1,2014-08-29,A. Sala,Andrea Sala,GK,58,71,100000.0,2000.0,20,1993-09-16,186,76,32.0,Serie B,2.0,570.0,Ternana,SUB,1.0,,2013-07-21,2015.0,27,Italy,,,,Right,3,1,1,Medium/Medium,Normal (185+),No,,,,,,,,,,25,25,25,24,25,25,25,25,25,24,46,44,44,48,60,30,73,43,58,25,24,27,25,25,25,,25,25,25,62,54,48,54,68,45.0,31,31,31,30,29,29,29,30,28,28,28,30,28,28,28,30,30,30,30,30,30,29,31,31,31,29,58,https://cdn.sofifa.net/players/208/527/15_120.png
208679,/player/208679/robin-himmelmann/150001,15,1,2014-08-29,R. Himmelmann,Robin Himmelmann,GK,58,63,140000.0,3000.0,25,1989-02-05,187,80,20.0,2. Bundesliga,2.0,110329.0,FC St. Pauli,RES,30.0,,2012-07-11,2016.0,21,Germany,,,,Left,2,1,1,Medium/Medium,Normal (185+),No,,,,,,,,,,25,25,25,31,25,25,25,25,25,22,33,33,39,52,32,38,43,22,41,25,20,25,25,25,20,,25,25,25,63,55,52,51,65,33.0,30,30,30,28,30,30,30,28,29,29,29,28,28,28,28,28,28,28,28,28,28,27,28,28,28,27,58,https://cdn.sofifa.net/players/208/679/15_120.png
208776,/player/208776/florian-stritzel/150001,15,1,2014-08-29,F. Stritzel,Florian Stritzel,GK,58,72,100000.0,2000.0,20,1994-01-31,197,92,20.0,2. Bundesliga,2.0,1832.0,Karlsruher SC,RES,25.0,,2014-07-01,2016.0,21,Germany,,,,Right,3,1,1,Medium/Medium,Normal (185+),No,,,,,,,,,,25,25,25,33,25,25,25,25,24,21,32,36,44,50,31,28,45,27,75,25,21,25,25,25,25,,25,25,25,62,53,52,64,57,34.0,30,30,30,29,29,29,29,29,29,29,29,29,28,28,28,29,29,31,31,31,29,28,32,32,32,28,58,https://cdn.sofifa.net/players/208/776/15_120.png
210127,/player/210127/tomas-svedkauskas/150001,15,1,2014-08-29,T. Svedkauskas,Tomas Švedkauskas,GK,58,69,100000.0,3000.0,20,1994-06-24,185,80,31.0,Serie A,1.0,52.0,Roma,RES,55.0,,2013-08-13,2019.0,30,Lithuania,,,,Right,2,1,1,Medium/Medium,Normal (185+),No,,,,,,,,,,25,25,25,23,25,25,25,25,25,24,44,44,38,58,50,20,64,34,58,25,29,25,25,25,26,,25,25,25,59,55,43,58,63,44.0,30,30,30,30,29,29,29,30,28,28,28,30,28,28,28,30,29,30,30,30,29,29,32,32,32,29,58,https://cdn.sofifa.net/players/210/127/15_120.png
210652,/player/210652/bernabe-magana/150001,15,1,2014-08-29,B. Magaña,Bernabé Magaña Cisneros,GK,58,69,100000.0,3000.0,20,1993-08-16,188,75,341.0,Liga MX,1.0,1881.0,Club Universidad Nacional,RES,30.0,,2012-07-01,2019.0,95,United States,,,,Right,3,1,1,Medium/Medium,Normal (185+),No,,,,,,,,,,25,25,25,28,25,25,25,25,26,25,53,55,28,61,53,25,61,26,68,25,34,21,25,25,21,,25,25,25,59,55,57,58,60,54.0,32,32,32,31,31,31,31,31,30,30,30,31,28,28,28,31,29,31,31,31,29,30,33,33,33,30,58,https://cdn.sofifa.net/players/210/652/15_120.png
210832,/player/210832/mattijs-branderhorst/150001,15,1,2014-08-29,M. Branderhorst,Mattijs Branderhorst,GK,58,66,100000.0,2000.0,20,1993-12-31,192,87,10.0,Eredivisie,1.0,1907.0,Willem II,RES,31.0,,2011-10-01,2015.0,34,Netherlands,,,,Right,3,1,1,Medium/Medium,Normal (185+),No,,,,,,,,,,25,25,25,32,25,25,25,25,33,25,40,39,37,49,58,20,59,31,67,25,20,25,25,25,22,,25,25,25,60,58,55,57,60,39.0,29,29,29,29,28,28,28,29,29,29,29,30,29,29,29,30,29,32,32,32,29,28,32,32,32,28,58,https://cdn.sofifa.net/players/210/832/15_120.png
211033,/player/211033/luis-manuel-garcia/150001,15,1,2014-08-29,L. García,Luis Manuel García Palomera,GK,58,68,100000.0,2000.0,21,1992-12-31,183,84,341.0,Liga MX,1.0,110150.0,Gallos Blancos de Querétaro,RES,22.0,,2013-07-01,2019.0,83,Mexico,,,,Right,3,1,1,Medium/Medium,Normal (170-185),No,,,,,,,,,,25,25,25,30,25,25,25,25,23,22,46,49,32,51,55,21,57,29,71,25,23,23,25,25,22,,25,25,25,63,57,60,57,54,48.0,30,30,30,30,29,29,29,30,28,28,28,30,27,27,27,30,29,30,30,30,29,28,32,32,32,28,58,https://cdn.sofifa.net/players/211/033/15_120.png
211258,/player/211258/hani-al-nahed/150001,15,1,2014-08-29,H. Al Nahed,Hani Mohammed Al-Nahedh,GK,58,59,140000.0,5000.0,26,1987-08-03,179,67,350.0,Pro League,1.0,607.0,Al Ittihad,RES,25.0,,2012-01-01,2019.0,183,Saudi Arabia,,,,Right,3,1,1,Medium/Medium,Normal (170-185),No,,,,,,,,,,25,25,25,28,25,25,25,25,25,20,42,49,30,51,51,25,51,35,44,25,20,24,25,25,21,,25,25,25,58,61,59,58,56,46.0,30,30,30,29,29,29,29,29,28,28,28,29,28,28,28,29,29,29,29,29,29,29,29,29,29,29,58,https://cdn.sofifa.net/players/211/258/15_120.png
211358,/player/211358/julien-fabri/150001,15,1,2014-08-29,J. Fabri,Julien Fabri,GK,58,69,100000.0,3000.0,20,1994-02-05,183,75,16.0,Ligue 1,1.0,219.0,Olympique de Marseille,RES,40.0,,2012-07-01,2019.0,18,France,,,,Right,3,1,1,Medium/Medium,Normal (170-185),No,,,,,,,,,,25,25,25,25,25,25,25,25,26,21,42,50,34,60,62,25,61,20,55,25,25,22,25,25,32,,25,25,25,63,53,52,52,64,46.0,31,31,31,30,30,30,30,30,28,28,28,29,27,27,27,29,28,29,29,29,28,28,31,31,31,28,58,https://cdn.sofifa.net/players/211/358/15_120.png
211953,/player/211953/rene-vollath/150001,15,1,2014-08-29,R. Vollath,René Vollath,GK,58,63,130000.0,3000.0,24,1990-03-20,185,75,20.0,2. Bundesliga,2.0,1832.0,Karlsruher SC,SUB,24.0,,2013-07-01,2015.0,21,Germany,,,,Right,3,1,1,Medium/Medium,Normal (185+),No,,,,,,,,,,25,25,25,25,25,25,25,25,23,25,37,41,32,31,43,26,64,34,41,25,29,25,25,25,21,,25,25,25,58,56,53,59,65,39.0,27,27,27,27,27,27,27,27,26,26,26,27,26,26,26,27,27,27,27,27,27,27,29,29,29,27,58,https://cdn.sofifa.net/players/211/953/15_120.png
213125,/player/213125/dan-twardzik/150001,15,1,2014-08-29,D. Twardzik,Daniel Twardzik,GK,58,63,120000.0,3000.0,23,1991-04-13,183,77,50.0,Premiership,1.0,83.0,Motherwell,GK,12.0,,2014-05-27,2015.0,12,Czech Republic,,,,Right,2,1,1,Medium/Medium,Normal (170-185),No,,,,,,,,,,25,25,25,24,25,25,25,25,24,25,44,46,35,44,59,24,54,26,59,25,21,22,25,25,27,,25,25,25,63,53,54,55,63,45.0,30,30,30,29,28,28,28,29,27,27,27,28,26,26,26,28,27,28,28,28,27,27,30,30,30,27,58,https://cdn.sofifa.net/players/213/125/15_120.png
213536,/player/213536/maxime-crepeau/150001,15,1,2014-08-29,M. Crépeau,Maxime Crépeau,GK,58,67,100000.0,2000.0,20,1994-05-11,183,83,39.0,Major League Soccer,1.0,111139.0,Club de Foot Montréal,SUB,40.0,,2013-03-05,2019.0,70,Canada,,,,Right,2,1,1,Medium/Medium,Lean (170-185),No,,,,,,,,,,25,25,25,24,25,25,25,25,21,25,44,50,57,48,56,22,63,25,46,25,25,21,25,25,22,,25,25,25,60,56,60,53,63,47.0,30,30,30,31,29,29,29,31,29,29,29,29,26,26,26,29,28,27,27,27,28,28,29,29,29,28,58,https://cdn.sofifa.net/players/213/536/15_120.png
213646,/player/213646/miguel-aires-f-olivera/150001,15,1,2014-08-29,Miguel Oliveira,Miguel Aires Fernandes de Oliveira,GK,58,66,100000.0,2000.0,20,1994-05-25,194,88,308.0,Liga Portugal,1.0,1887.0,Vitória de Guimarães,RES,36.0,,2007-06-01,2015.0,38,Portugal,,,,Right,2,1,1,Medium/Medium,Normal (185+),No,,,,,,,,,,25,25,25,22,25,25,25,25,25,23,27,28,35,56,25,24,45,24,74,25,22,25,25,25,22,,25,25,25,63,51,59,54,62,28.0,30,30,30,27,28,28,28,27,27,27,27,27,27,27,27,27,27,30,30,30,27,27,32,32,32,27,58,https://cdn.sofifa.net/players/213/646/15_120.png
214223,/player/214223/diego-fuentes/150001,15,1,2014-08-29,D. Fuentes,Diego Matias Fuentes Faúndez,GK,58,61,120000.0,3000.0,23,1991-03-03,182,72,335.0,Primera Division,1.0,112585.0,Deportivo Ñublense,RES,12.0,,2010-01-01,2019.0,55,Chile,,,,Right,3,1,1,Medium/Medium,Normal (170-185),No,,,,,,,,,,25,25,25,26,25,25,25,25,21,21,42,47,33,68,64,21,72,28,52,25,25,22,25,25,27,,25,25,25,57,56,61,53,63,45.0,31,31,31,30,30,30,30,30,29,29,29,30,28,28,28,30,29,30,30,30,29,29,31,31,31,29,58,https://cdn.sofifa.net/players/214/223/15_120.png
214425,/player/214425/jose-quezada/150001,15,1,2014-08-29,J. Quezada,José Antonio Quezada Salazar,GK,58,65,120000.0,3000.0,23,1990-08-17,178,76,335.0,Primera Division,1.0,111328.0,Club Deportivo Palestino,SUB,12.0,,2010-11-28,2019.0,55,Chile,,,,Right,2,1,1,Medium/Medium,Lean (170-185),No,,,Puncher,,,,,,,25,25,25,34,25,25,25,25,32,25,42,44,35,52,66,25,71,32,62,25,43,25,25,25,25,,25,25,25,62,55,53,51,64,43.0,30,30,30,30,30,30,30,30,30,30,30,31,30,30,30,31,30,33,33,33,30,30,34,34,34,30,58,https://cdn.sofifa.net/players/214/425/15_120.png
214775,/player/214775/rafael-cisternas/150001,15,1,2014-08-29,R. Cisternas,Rafael Cisternas,GK,58,65,100000.0,2000.0,22,1992-02-16,177,73,335.0,Primera Division,1.0,112535.0,Unión La Calera,SUB,30.0,,2013-01-01,2019.0,55,Chile,,,,Right,1,1,1,Medium/Medium,Normal (170-185),No,,,Avoids Using Weaker Foot,,,,,,,25,25,25,37,25,23,25,27,24,29,42,42,34,56,38,37,59,35,53,25,35,25,25,25,31,,25,25,25,54,58,62,58,62,42.0,32,32,32,31,32,32,32,31,31,31,31,31,30,30,30,31,31,32,32,32,31,31,32,32,32,31,58,https://cdn.sofifa.net/players/214/775/15_120.png
214908,/player/214908/fabian-cerda/150001,15,1,2014-08-29,F. Cerda,Fabián Alfredo Cerda Valdés,GK,58,60,140000.0,3000.0,25,1989-02-07,183,83,335.0,Primera Division,1.0,110978.0,Club de Deportes Cobresal,SUB,12.0,Universidad Católica,,2015.0,55,Chile,,,,Right,2,1,1,Medium/Medium,Normal (170-185),No,,,Injury Prone,,,,,,,25,25,25,25,25,25,25,25,20,25,47,38,37,55,54,25,57,34,67,25,45,28,25,25,25,,25,25,25,57,56,58,61,58,42.0,31,31,31,30,29,29,29,30,29,29,29,29,28,28,28,29,29,32,32,32,29,30,34,34,34,30,58,https://cdn.sofifa.net/players/214/908/15_120.png
214979,/player/214979/juan-musso/150001,15,1,2014-08-29,J. Musso,Juan Agustín Musso,GK,58,68,100000.0,3000.0,20,1994-05-06,191,96,353.0,Liga Profesional,1.0,101085.0,Racing Club,SUB,12.0,,2013-07-01,2019.0,52,Argentina,,,,Right,2,1,1,Medium/Medium,Normal (185+),No,,,,,,,,,,25,25,25,30,25,25,25,25,23,25,46,42,32,52,39,25,51,35,65,25,26,25,25,25,28,,25,25,25,62,57,56,52,63,44.0,31,31,31,30,30,30,30,30,29,29,29,30,28,28,28,30,29,31,31,31,29,29,32,32,32,29,58,https://cdn.sofifa.net/players/214/979/15_120.png
